,bhk,type,locality,area,price,region,status,age
7093,2,Apartment,Hi Tech The Blue Crest,1085,85.0,Navi Mumbai & Beyond,Ready to move,Resale
7094,1,Apartment,Gaurav Shweta Residency,675,63.0,Outskirts,Ready to move,Resale
7095,1,Apartment,Rashmi Hetal,485,44.99,Outskirts,Ready to move,Resale
7096,3,Apartment,Kailash Nilgiri Gardens,1160,175.0,Outskirts,Ready to move,Resale
7100,2,Apartment,Piramal Vaikunth Cluster 2,1050,110.00000000000001,Outskirts,Ready to move,New
7101,2,Apartment,SM SM Heights,1140,95.0,Navi Mumbai & Beyond,Ready to move,Resale
7102,2,Apartment,Saivijay Kamalja,1200,92.0,Navi Mumbai & Beyond,Ready to move,New
7103,2,Apartment,Lodha Dioro,1377,279.0,Central Mumbai,Ready to move,Resale
7104,2,Apartment,Lodha Elisium,1377,271.0,Central Mumbai,Ready to move,Resale
7105,2,Apartment,Lodha Dioro,970,270.0,Central Mumbai,Ready to move,Resale
7106,2,Apartment,Lodha New Cuffe Parade Lodha Estrella,925,300.0,Central Mumbai,Ready to move,Resale
7107,3,Apartment,Lodha New Cuffe parade Lodha Evoq,2000,500.0,Central Mumbai,Ready to move,Resale
7108,1,Apartment,Lodha Enchante,637,160.0,Central Mumbai,Ready to move,Resale
7109,3,Apartment,Lodha Dioro,1701,400.0,Central Mumbai,Ready to move,Resale
7110,2,Apartment,Lodha Elisium,1377,270.0,Central Mumbai,Ready to move,Resale
7111,2,Apartment,Lodha Elisium,977,269.0,Central Mumbai,Ready to move,Resale
7115,3,Apartment,Lodha Elisium,1701,409.99999999999994,Central Mumbai,Ready to move,Resale
7117,2,Apartment,Lodha Dioro,1337,273.0,Central Mumbai,Ready to move,Resale
7118,2,Apartment,Lodha Dioro,1377,270.0,Central Mumbai,Ready to move,Resale
7119,4,Apartment,Lodha New Cuffe parade Lodha Evoq,2005,670.0,Central Mumbai,Ready to move,New
7120,2,Apartment,Lodha Elisium,925,280.0,Central Mumbai,Ready to move,Resale
7122,3,Apartment,Lodha Dioro,1701,375.0,Central Mumbai,Ready to move,Resale
7130,2,Apartment,Lodha Enchante,1377,300.0,Central Mumbai,Ready to move,Resale
7131,3,Apartment,Lodha Enchante,1701,400.0,Central Mumbai,Ready to move,Resale
7132,2,Apartment,Lodha Enchante,1377,270.0,Central Mumbai,Ready to move,Resale
7133,2,Apartment,Lodha Dioro,1377,285.0,Central Mumbai,Ready to move,Resale
7135,3,Apartment,Lodha Dioro,1701,380.0,Central Mumbai,Ready to move,Resale
7136,2,Apartment,Lodha Dioro,1377,300.0,Central Mumbai,Ready to move,Resale
7138,3,Apartment,Lodha Elisium,1701,350.0,Central Mumbai,Ready to move,Resale
7139,3,Apartment,Lodha Dioro,1701,350.0,Central Mumbai,Ready to move,Resale
7140,3,Apartment,Lodha Elisium,1701,470.0,Central Mumbai,Ready to move,Resale
7141,2,Apartment,Lodha Dioro,1137,270.0,Central Mumbai,Ready to move,Resale
7142,3,Apartment,Lodha Dioro,1330,385.0,Central Mumbai,Ready to move,Resale
7143,2,Apartment,Lodha Elisium,1377,265.0,Central Mumbai,Ready to move,Resale
7144,3,Apartment,Lodha Dioro,1701,405.99999999999994,Central Mumbai,Ready to move,Resale
7145,2,Apartment,Lodha Dioro,925,265.0,Central Mumbai,Ready to move,Resale
7146,3,Apartment,Lodha Dioro,1701,396.0,Central Mumbai,Ready to move,Resale
7154,2,Apartment,MICL Aaradhya Highpark Project 1 Of Phase I,680,120.0,Outskirts,Ready to move,New
7155,1,Apartment,SK Imperial Heights,674,63.0,Outskirts,Ready to move,New
7156,2,Apartment,SK Imperial Heights,864,79.49,Outskirts,Ready to move,New
7157,2,Apartment,Amisha Empire Phase I,690,105.0,Outskirts,Ready to move,New
7158,1,Apartment,RNA NG NG Shelter,530,55.0,Outskirts,Ready to move,Resale
7160,2,Apartment,Man Opus,600,80.0,Outskirts,Ready to move,Resale
7163,2,Apartment,SKD Pinnacolo NX,650,84.51,Outskirts,Ready to move,New
7165,1,Apartment,Raj Akshay,720,67.0,Outskirts,Ready to move,Resale
7168,1,Apartment,Raj Heritage,580,65.99,Outskirts,Ready to move,New
7177,1,Apartment,Reputed Builder Mira Sagar,530,65.0,Outskirts,Ready to move,Resale
7178,2,Apartment,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 Floors,1200,140.0,Navi Mumbai & Beyond,Ready to move,Resale
7179,1,Apartment,Puraniks Puraniks City Phase 1,600,55.0,Outskirts,Ready to move,Resale
7180,2,Apartment,ACME Ozone,800,110.00000000000001,Outskirts,Ready to move,Resale
7181,1,Apartment,Usha Radhe Krishna Park,450,25.2,Outskirts,Ready to move,New
7182,2,Apartment,Shirke Indraprastha CHS,811,160.0,Western Suburbs,Ready to move,Resale
7183,2,Apartment,Reputed Builder Panchganga CHS,811,148.0,Western Suburbs,Ready to move,Resale
7185,2,Apartment,Gokul Nagari,800,82.0,Eastern Suburbs,Ready to move,Resale
7187,2,Apartment,Hi Tech The Blue Crest,1125,85.0,Navi Mumbai & Beyond,Ready to move,Resale
7188,1,Apartment,Reputed Builder Utsav,650,48.0,Navi Mumbai & Beyond,Ready to move,Resale
7190,2,Apartment,Lodha Enchante,1300,297.0,Central Mumbai,Ready to move,Resale
7191,2,Apartment,Lodha Dioro,1137,330.0,Central Mumbai,Ready to move,Resale
7192,3,Apartment,Lodha Enchante,2100,415.00000000000006,Central Mumbai,Ready to move,Resale
7196,2,Apartment,Siddheshwar Residency II,700,119.0,Western Suburbs,Ready to move,Resale
7199,3,Apartment,Reputed Builder Bawa Tower B,1270,249.00000000000003,Western Suburbs,Ready to move,Resale
7213,2,Apartment,Reputed Builder Crimson Tower,940,110.00000000000001,Western Suburbs,Ready to move,Resale
7214,3,Apartment,Lokhandwala Sapphire Heights,1255,175.0,Western Suburbs,Ready to move,Resale
7216,2,Apartment,JP JP North Phase 5 Euphoria,1053,119.0,Outskirts,Ready to move,New
7218,3,Apartment,Lokhandwala Sapphire Heights,1000,185.0,Western Suburbs,Ready to move,Resale
7220,2,Apartment,Devtaru The Island,690,413.99999999999994,Central Mumbai,Ready to move,Resale
7225,2,Apartment,Nath Elite Homes,1000,75.0,Navi Mumbai & Beyond,Ready to move,Resale
7226,1,Apartment,Prince Alisha Paradise,650,45.0,Navi Mumbai & Beyond,Ready to move,Resale
7229,2,Apartment,Lokhandwala Green Meadows,515,85.0,Western Suburbs,Ready to move,Resale
7233,1,Apartment,Vasant Park,650,46.0,Eastern Suburbs,Ready to move,Resale
7234,3,Apartment,Hemani Login,1700,334.0,Western Suburbs,Ready to move,Resale
7235,1,Apartment,Lodha Enchante,637,172.0,Central Mumbai,Ready to move,Resale
7236,1,Apartment,Shree Sawan Avenue 2,641,38.0,Navi Mumbai & Beyond,Ready to move,Resale
7238,3,Apartment,Arihant Residency,1330,225.0,Western Suburbs,Ready to move,Resale
7239,2,Apartment,Ahuja Hive O2,750,135.0,Western Suburbs,Ready to move,Resale
7240,1,Apartment,Gyandev Shree Sai Arnav,692,38.4,Outskirts,Ready to move,New
7241,1,Apartment,P G Ashirwad Residency CHS Ltd,745,45.82,Outskirts,Ready to move,New
7244,3,Apartment,T Bhimjyani The Verraton,1350,185.0,Outskirts,Ready to move,Resale
7245,3,Apartment,Rustomjee Urbania Astraea,1400,195.0,Outskirts,Ready to move,Resale
7246,2,Apartment,Hiranandani Meadows,1000,177.0,Outskirts,Ready to move,Resale
7250,2,Apartment,Shagun White Woods,1250,112.00000000000001,Navi Mumbai & Beyond,Ready to move,Resale
7251,1,Apartment,Jay Gurudev Sai Ornate,690,52.0,Navi Mumbai & Beyond,Ready to move,Resale
7252,1,Apartment,Lakhani White Castle,715,59.0,Navi Mumbai & Beyond,Ready to move,Resale
7254,1,Apartment,Om Sai Sharddha Developers Durvankaur Apartments,570,30.0,Navi Mumbai & Beyond,Ready to move,Resale
7255,3,Apartment,Reputed Builder Bawa Tower B,1270,250.0,Western Suburbs,Ready to move,Resale
7256,3,Apartment,ACME Oasis ,1435,235.0,Western Suburbs,Ready to move,Resale
7257,3,Apartment,Lokhandwala Fountain Heights,1330,204.99999999999997,Western Suburbs,Ready to move,Resale
7258,1,Apartment,Lokhandwala Green Hills CHS,525,89.0,Western Suburbs,Ready to move,Resale
7259,4,Apartment,ACME Oasis ,1820,300.0,Western Suburbs,Ready to move,Resale
7264,2,Apartment,Arkade Earth Daffodil,850,215.0,Eastern Suburbs,Ready to move,Resale
7265,1,Apartment,Raunak Unnathi Greens,700,49.0,Outskirts,Ready to move,Resale
7266,1,Apartment,Raunak Heights H2 And H3,700,48.0,Outskirts,Ready to move,Resale
7267,2,Apartment,DB Ozone,1010,85.0,Outskirts,Ready to move,Resale
7268,1,Apartment,DB Ozone,690,60.0,Outskirts,Ready to move,Resale
7270,3,Apartment,Lodha Park,1500,739.0,Central Mumbai,Ready to move,Resale
7271,3,Apartment,Kalpataru Srishti Namaah,1350,187.0,Outskirts,Ready to move,New
7272,2,Apartment,Kalpataru Srishti Namaah,920,136.0,Outskirts,Ready to move,New
7275,2,Apartment,JP Codename HOTCAKE,890,92.4,Outskirts,Ready to move,New
7277,1,Apartment,JP Codename HOTCAKE,660,61.0,Outskirts,Ready to move,New
7279,2,Apartment,JP Codename Dream Home Tower C,850,85.0,Outskirts,Ready to move,New
7280,1,Apartment,JP Codename Dream Home Tower C,650,60.0,Outskirts,Ready to move,New
7281,3,Apartment,JP Codename Dream Home Tower B,1450,136.0,Outskirts,Ready to move,New
7282,2,Apartment,JP Codename Dream Home Tower B,890,91.0,Outskirts,Ready to move,New
7283,1,Apartment,JP Codename Dream Home Tower B,670,66.0,Outskirts,Ready to move,Resale
7284,3,Apartment,Lodha Elisium,1701,386.0,Central Mumbai,Ready to move,Resale
7285,2,Apartment,Lodha Dioro,1377,281.0,Central Mumbai,Ready to move,Resale
7286,3,Apartment,Lodha Elisium,1701,415.00000000000006,Central Mumbai,Ready to move,Resale
7287,3,Apartment,Lodha Dioro,1330,390.0,Central Mumbai,Ready to move,Resale
7290,3,Apartment,Lodha Elisium,1701,487.0,Central Mumbai,Ready to move,Resale
7291,3,Apartment,Lodha Dioro,1701,395.0,Central Mumbai,Ready to move,Resale
7292,3,Apartment,Lodha Elisium,1701,396.0,Central Mumbai,Ready to move,Resale
7293,2,Apartment,Lodha Elisium,1377,298.0,Central Mumbai,Ready to move,Resale
7294,3,Apartment,Lodha Dioro,1701,401.0,Central Mumbai,Ready to move,Resale
7295,3,Apartment,Lodha Dioro,1701,397.0,Central Mumbai,Ready to move,Resale
7297,2,Apartment,Lodha Elisium,1377,272.0,Central Mumbai,Ready to move,Resale
7298,2,Apartment,Lodha Dioro,1377,260.0,Central Mumbai,Ready to move,Resale
7299,3,Apartment,Lodha New Cuffe parade Lodha Evoq,1650,520.0,Central Mumbai,Ready to move,New
7300,2,Apartment,Lodha Dioro,1377,268.0,Central Mumbai,Ready to move,Resale
7308,1,Apartment,Ajay Bhav Residency,600,25.2,Outskirts,Ready to move,New
7309,1,Apartment,Ajay Bhav Residency,655,27.51,Outskirts,Ready to move,New
7311,2,Apartment,Mahindra Roots,1000,170.0,Western Suburbs,Ready to move,Resale
7312,2,Apartment,Natu Ozone Valley,1060,130.0,Outskirts,Ready to move,Resale
7313,2,Apartment,Vastusankalp Punyodaya Park,895,65.0,Eastern Suburbs,Ready to move,Resale
7315,3,Apartment,Arihant Residency,1350,210.0,Western Suburbs,Ready to move,New
7318,1,Apartment,Raunak Raunak City 3,585,38.0,Eastern Suburbs,Ready to move,Resale
7321,3,Apartment,Maitri Harbour View,1600,285.0,Outskirts,Ready to move,Resale
7323,2,Apartment,Siddharth Geetanjali Garden,1250,130.0,Navi Mumbai & Beyond,Ready to move,Resale
7324,3,Apartment,Satyam Majestic,1685,135.0,Navi Mumbai & Beyond,Ready to move,Resale
7325,3,Apartment,Bombay Kritika Jewels,1650,140.0,Navi Mumbai & Beyond,Ready to move,Resale
7326,3,Apartment,Sahil Associates Siddhivinayak Splendour,1700,145.0,Navi Mumbai & Beyond,Ready to move,Resale
7327,3,Apartment,Sahil Associates Siddhivinayak Solitaire,1725,160.0,Navi Mumbai & Beyond,Ready to move,New
7328,2,Apartment,RNA NG Royal Park,825,140.0,Eastern Suburbs,Ready to move,Resale
7329,2,Apartment,Runwal Forest Tower 1 To 4,520,121.0,Eastern Suburbs,Ready to move,Resale
7330,1,Apartment,Arkade Earth,510,120.0,Eastern Suburbs,Ready to move,Resale
7331,2,Apartment,Arkade Earth Wing Ebony,923,175.0,Eastern Suburbs,Ready to move,New
7332,1,Apartment,Arkade Earth,500,114.99999999999999,Eastern Suburbs,Ready to move,Resale
7333,2,Apartment,Lodha Aurum Grande,951,215.0,Eastern Suburbs,Ready to move,Resale
7334,1,Apartment,Kanakia Zenworld Phase I,510,114.99999999999999,Eastern Suburbs,Ready to move,Resale
7335,1,Apartment,Kukreja Kukreja Complex,500,95.0,Eastern Suburbs,Ready to move,Resale
7336,3,Apartment,RNA NG Royal Park,900,200.0,Eastern Suburbs,Ready to move,Resale
7337,3,Apartment,Runwal Runwal Forests Tower 9 To 11,1300,290.0,Eastern Suburbs,Ready to move,Resale
7338,2,Apartment,Gundecha Altura,1000,190.0,Eastern Suburbs,Ready to move,Resale
7339,3,Apartment,Mahindra The Great Eastern Gardens,1200,325.0,Eastern Suburbs,Ready to move,Resale
7341,2,Apartment,Arkade Earth,700,168.0,Eastern Suburbs,Ready to move,New
7342,3,Apartment,Gundecha Gundecha Heights,950,195.0,Eastern Suburbs,Ready to move,Resale
7343,2,Apartment,Kanakia Zenworld Phase II,800,200.0,Eastern Suburbs,Ready to move,Resale
7344,2,Apartment,Lodha Aurum Grande,951,200.0,Eastern Suburbs,Ready to move,Resale
7345,2,Apartment,Lodha Aurum Grande,994,210.0,Eastern Suburbs,Ready to move,Resale
7347,2,Apartment,Pramanik Walchand Paradise,1130,102.0,Outskirts,Ready to move,Resale
7348,2,Apartment,Pramanik Walchand Paradise,1050,97.3,Outskirts,Ready to move,New
7350,2,Apartment,Arkade Earth,730,170.0,Eastern Suburbs,Ready to move,Resale
7352,3,Apartment,Runwal Runwal Forests Tower 9 To 11,1300,275.0,Eastern Suburbs,Ready to move,Resale
7354,3,Apartment,Raheja Willows,1445,250.0,Western Suburbs,Ready to move,Resale
7355,1,Apartment,Regency Anantam,685,39.95,Outskirts,Ready to move,New
7365,1,Apartment,S M Hatkesh Heights Phase II,735,55.5,Outskirts,Ready to move,New
7366,3,Apartment,Meena Meena Residency,1660,130.0,Navi Mumbai & Beyond,Ready to move,Resale
7367,2,Apartment,Shree Tirupati Siddeshwar Gardens,950,110.00000000000001,Outskirts,Ready to move,Resale
7368,1,Apartment,Vakratunda Residency,920,95.0,Outskirts,Ready to move,Resale
7375,1,Apartment,Reputed Builder Swastik Residency,520,18.72,Outskirts,Ready to move,New
7382,1,Apartment,Sheetal Tapovan Heights,685,55.0,Navi Mumbai & Beyond,Ready to move,Resale
7383,3,Apartment,Today Imperia,1550,125.0,Navi Mumbai & Beyond,Ready to move,Resale
7389,2,Apartment,Squarefeet Green Square Bldg 2,825,64.0,Outskirts,Ready to move,Resale
7390,2,Apartment,Rutu Enclave,730,75.0,Outskirts,Ready to move,Resale
7391,2,Apartment,Vihang Vihang Valley,750,55.0,Outskirts,Ready to move,Resale
7392,2,Apartment,Vihang Vihang Valley,750,54.5,Outskirts,Ready to move,Resale
7394,2,Apartment,Gala Pride Park,1180,114.99999999999999,Outskirts,Ready to move,New
7406,1,Apartment,Kranti Mayank Residency,790,51.0,Navi Mumbai & Beyond,Ready to move,Resale
7407,2,Apartment,Sataym Madhavi Residency,1325,120.0,Navi Mumbai & Beyond,Ready to move,Resale
7408,1,Apartment,R J Micron Vatsala,685,45.0,Navi Mumbai & Beyond,Ready to move,New
7414,2,Apartment,Shagun White Woods,1350,113.99999999999999,Navi Mumbai & Beyond,Ready to move,Resale
7415,2,Apartment,Presidency,1250,125.0,Navi Mumbai & Beyond,Ready to move,New
7416,3,Apartment,RNA NG NG Grand Plaza Phase II,1800,204.99999999999997,Navi Mumbai & Beyond,Ready to move,New
7417,3,Apartment,RNA NG NG Grand Plaza Phase II,1800,235.0,Navi Mumbai & Beyond,Ready to move,New
7418,2,Apartment,Reputed Builder Gurbani Housing Ltd,820,180.0,Eastern Suburbs,Ready to move,New
7419,2,Apartment,Lodha Elisium,1377,229.99999999999997,Central Mumbai,Ready to move,Resale
7420,2,Apartment,JP Estella,990,105.0,Outskirts,Ready to move,Resale
7421,3,Apartment,Rustomjee Urbania Astraea,1300,198.0,Outskirts,Ready to move,Resale
7422,3,Apartment,Rustomjee Urbania Astraea,1300,199.0,Outskirts,Ready to move,Resale
7423,1,Apartment,JP North Barcelona,750,72.2,Outskirts,Ready to move,Resale
7424,1,Apartment,Reputed Builder Vallabh Towers,475,35.0,Eastern Suburbs,Ready to move,Resale
7425,2,Apartment,Tricity Skyline,1050,165.0,Navi Mumbai & Beyond,Ready to move,Resale
7428,3,Apartment,Amisha Empire Phase I,1345,135.0,Outskirts,Ready to move,New
7429,2,Apartment,Indiabulls Greens 2,1156,75.0,Navi Mumbai & Beyond,Ready to move,Resale
7430,2,Apartment,Indiabulls Greens 2,1156,66.0,Navi Mumbai & Beyond,Ready to move,Resale
7431,2,Apartment,Indiabulls Greens 2,1156,71.0,Navi Mumbai & Beyond,Ready to move,Resale
7433,1,Apartment,Lucky Coral,635,43.0,Navi Mumbai & Beyond,Ready to move,New
7434,4,Apartment,Sheth Avalon Phase 2,3500,630.0,Outskirts,Ready to move,Resale
7435,2,Apartment,Reputed Builder Panchratna,1140,80.0,Eastern Suburbs,Ready to move,Resale
7436,3,Apartment,Swaraj Homes Tata Vidyut CHS,1300,360.0,Navi Mumbai & Beyond,Ready to move,Resale
7437,3,Apartment,Haware Silicon Towers,1373,229.99999999999997,Navi Mumbai & Beyond,Ready to move,Resale
7440,1,Apartment,Ajay Bhav Residency,560,20.5,Outskirts,Ready to move,Resale
7441,1,Apartment,Ajay Bhav Residency,560,23.52,Outskirts,Ready to move,Resale
7442,1,Apartment,Ajay Bhav Residency,560,22.4,Outskirts,Ready to move,New
7454,2,Apartment,Reputed Builder Neighbourhood Society,750,130.0,Western Suburbs,Ready to move,Resale
7455,1,Apartment,Reputed Builder Balaji Enclave,550,72.0,Western Suburbs,Ready to move,Resale
7467,2,Apartment,Mehta Amrut Paradise,890,94.94,Outskirts,Ready to move,Resale
7470,1,Apartment,La Grandeur,670,42.0,Outskirts,Ready to move,New
7472,2,Apartment,Siddharth Enclave,503,11.5,Central Mumbai,Ready to move,Resale
7478,2,Apartment,Tharwani Riverdale,1123,75.0,Eastern Suburbs,Ready to move,Resale
7479,2,Apartment,Madhav Sansar,930,64.0,Eastern Suburbs,Ready to move,Resale
7480,3,Apartment,Reputed Builder Vasant Valley,1550,122.0,Eastern Suburbs,Ready to move,Resale
7481,1,Apartment,Shakti Crystal Plaza,680,40.0,Navi Mumbai & Beyond,Ready to move,Resale
7482,2,Apartment,Lakhani White Castle,1125,88.0,Navi Mumbai & Beyond,Ready to move,Resale
7483,2,Apartment,Rajesh And Dsouza Sea Star,1250,110.00000000000001,Navi Mumbai & Beyond,Ready to move,Resale
7484,2,Apartment,Platinum Emporius,1175,114.99999999999999,Navi Mumbai & Beyond,Ready to move,New
7485,1,Apartment,Dream Sky,690,56.0,Navi Mumbai & Beyond,Ready to move,Resale
7486,2,Apartment,Serene Lifespaces Lily White,985,62.0,Navi Mumbai & Beyond,Ready to move,Resale
7487,2,Apartment,Shreenathji Mayuresh Delta,1350,135.0,Navi Mumbai & Beyond,Ready to move,Resale
7488,2,Apartment,Shreenathji Mayuresh Delta,1350,140.0,Navi Mumbai & Beyond,Ready to move,Resale
7489,1,Apartment,Lakhani White Castle,695,59.0,Navi Mumbai & Beyond,Ready to move,Resale
7491,1,Apartment,Pramanik Walchand Paradise,760,67.5,Outskirts,Ready to move,New
7492,1,Apartment,Reputed Builder Parth Complex,650,55.0,Eastern Suburbs,Ready to move,Resale
7493,2,Apartment,Puraniks Tresora Grand Central,750,112.00000000000001,Outskirts,Ready to move,Resale
7496,2,Apartment,Milind Matruchhaya,954,210.0,Central Mumbai,Ready to move,New
7497,4,Apartment,Hiranandani Meadows,3500,625.0,Outskirts,Ready to move,Resale
7502,2,Apartment,Ajay Bhav Residency,785,29.5,Outskirts,Ready to move,New
7511,1,Apartment,Ajay Bhav Residency,600,22.0,Outskirts,Ready to move,New
7514,1,Apartment,Ajay Bhav Residency,550,20.5,Outskirts,Ready to move,New
7541,1,Apartment,Ajay Bhav Residency,560,23.52,Outskirts,Ready to move,New
7550,1,Apartment,Ruparel Vivanza,550,129.0,Central Mumbai,Ready to move,New
7551,3,Apartment,Raheja Willows,1540,260.0,Western Suburbs,Ready to move,Resale
7552,3,Apartment,Lokhandwala Sapphire Heights,1255,185.0,Western Suburbs,Ready to move,Resale
7553,1,Apartment,Pride Heritage,670,45.0,Navi Mumbai & Beyond,Ready to move,New
7554,3,Apartment,Lokhandwala Whispering Palms Exclusive,1680,325.0,Western Suburbs,Ready to move,Resale
7564,2,Apartment,DSS Mahavir Millennium,1100,160.0,Outskirts,Ready to move,Resale
7565,3,Apartment,Wadhwa Courtyard Rozanne,1550,350.0,Outskirts,Ready to move,Resale
7566,3,Apartment,Ashar Residency,1400,240.0,Outskirts,Ready to move,Resale
7567,3,Apartment,Ashar Ashar Residency,1300,240.0,Outskirts,Ready to move,Resale
7568,2,Apartment,Hiranandani Meadows,1000,165.0,Outskirts,Ready to move,Resale
7569,1,Apartment,Tata Serein Phase 1,550,110.00000000000001,Outskirts,Ready to move,Resale
7570,3,Apartment,ACME Ozone,1200,200.0,Outskirts,Ready to move,Resale
7571,3,Apartment,Siddhi Highland Haven Building 6F Mist B Phase 5,1200,160.0,Outskirts,Ready to move,Resale
7572,2,Apartment,Ashar Ashar Sapphire,900,135.0,Outskirts,Ready to move,Resale
7573,3,Apartment,Cosmos Horizon,1200,220.00000000000003,Outskirts,Ready to move,Resale
7574,3,Apartment,ACME Ozone Phase 2,1280,200.0,Outskirts,Ready to move,Resale
7575,2,Apartment,Ashar Ashar Sapphire,800,130.0,Outskirts,Ready to move,Resale
7576,3,Apartment,Hiranandani Meadows,1450,300.0,Outskirts,Ready to move,Resale
7577,3,Apartment,Reputed Builder Hyde Park Premium CHS Ltd E1 E2 Buildings,1250,175.0,Outskirts,Ready to move,Resale
7578,3,Apartment,Lodha Amara 3 Bhk With Deck,1100,180.0,Outskirts,Ready to move,Resale
7580,3,Apartment,Lodha Amara 3 Bhk With Deck,1100,175.0,Outskirts,Ready to move,Resale
7581,1,Apartment,Wadhwa Solitaire,600,75.0,Outskirts,Ready to move,Resale
